id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,km_class
264,Hero Honda Splendor Plus,20000.0,2006,Individual,1st owner,23000,,5
265,Honda Dream Yuga,35000.0,2014,Individual,1st owner,10000,56147.0,2
266,Yamaha FZ S V 2.0,50000.0,2016,Individual,1st owner,40000,87042.0,8
267,Hero Xpulse 200,90000.0,2019,Individual,1st owner,8600,107500.0,2
268,Bajaj V15,40000.0,2016,Individual,1st owner,45000,67187.0,9
269,Bajaj Avenger Street 220,80000.0,2016,Individual,1st owner,7200,95955.0,2
270,Bajaj Discover 135,20000.0,2010,Individual,1st owner,31195,,7
271,Honda CB Unicorn 150,70000.0,2017,Individual,1st owner,18000,74295.0,4
272,Vespa SXL 149,98000.0,2019,Individual,1st owner,1000,,1
273,Royal Enfield Machismo,75000.0,2008,Individual,2nd owner,17000,,4
274,Honda CB Shine SP,50000.0,2016,Individual,1st owner,46000,67214.0,10
275,Honda CB Unicorn 150,40000.0,2014,Individual,1st owner,77592,74295.0,16
276,Honda CB Unicorn 150,75000.0,2013,Individual,1st owner,54000,74295.0,11
277,Honda CB Unicorn 150,50000.0,2013,Individual,1st owner,17000,74295.0,4
278,Bajaj Pulsar 150,60000.0,2014,Individual,1st owner,60000,,12
279,TVS Apache RTR 160,50000.0,2016,Individual,1st owner,40000,,8
280,Honda Dio,35000.0,2014,Individual,1st owner,25000,,5
281,Royal Enfield Thunderbird 350,160000.0,2018,Individual,1st owner,19000,,4
282,Hero Maestro,25000.0,2015,Individual,2nd owner,40000,49412.0,8
283,Hero Honda CBZ extreme,42000.0,2010,Individual,1st owner,51000,,11
284,Bajaj Dominar 400,200000.0,2019,Individual,1st owner,7600,,2
285,Honda Activa 125,40000.0,2014,Individual,1st owner,14965,,3
286,Royal Enfield Classic Desert Storm,130000.0,2015,Individual,2nd owner,25000,181445.0,5
287,KTM 250 Duke,195000.0,2019,Individual,1st owner,6000,,2
288,KTM RC 390,270000.0,2019,Individual,1st owner,2380,,1
289,Kawasaki Ninja 650 [2018-2019],425000.0,2017,Individual,2nd owner,13600,599000.0,3
290,TVS Apache RTR 200 4V,85000.0,2018,Individual,1st owner,10000,,2
291,Kawasaki Ninja 250R,125000.0,2010,Individual,2nd owner,21000,317934.0,5
292,TVS Wego,45000.0,2018,Individual,1st owner,10000,54760.0,2
293,Honda CBR-250R,85000.0,2014,Individual,2nd owner,18600,171646.0,4
294,Bajaj Pulsar NS200,85000.0,2018,Individual,1st owner,7750,,2
295,Suzuki GSX S750,760000.0,2019,Individual,1st owner,2800,752020.0,1
296,Royal Enfield Thunderbird 350,100000.0,2015,Individual,1st owner,30000,,6
297,Royal Enfield Classic 350,95000.0,2015,Individual,1st owner,9800,,2
298,Honda CB Shine SP,48000.0,2015,Individual,1st owner,25000,67469.0,5
299,Bajaj Avenger Street 150 [2018],40000.0,2016,Individual,1st owner,29689,80435.0,6
300,Honda CBF Stunner,37000.0,2014,Individual,1st owner,43000,58757.0,9
301,Bajaj Avenger [2015],38000.0,2014,Individual,2nd owner,28243,75502.0,6
302,Suzuki Gixxer [2014-2018],55000.0,2015,Individual,1st owner,25000,78316.0,5
303,Suzuki Access 125,45000.0,2017,Individual,1st owner,22300,,5
304,TVS Scooty Streak,18000.0,2009,Individual,2nd owner,33595,44140.0,7
305,Royal Enfield Thunderbird 350X,140000.0,2018,Individual,1st owner,5505,,2
306,Yamaha Rx,70000.0,2000,Individual,3rd owner,5000,,1
307,Hero Honda Splendor Plus,15000.0,2007,Individual,1st owner,30000,,6
308,Bajaj Pulsar 125,65000.0,2019,Individual,1st owner,16000,,4
309,Honda Activa 5G,42000.0,2018,Individual,1st owner,22000,57557.0,5
310,Yamaha Fazer Dlx,58000.0,2012,Individual,1st owner,40000,,8
311,Harley-Davidson Street 750,330000.0,2014,Individual,4th owner,6500,534000.0,2
312,Hero Xtreme 2014,35000.0,2013,Individual,1st owner,15000,72973.0,3
313,Royal Enfield Classic 350,162000.0,2018,Individual,1st owner,17365,,4
314,Hero Honda Hunk,28000.0,2009,Individual,1st owner,40000,,8
315,Royal Enfield Interceptor 650,285000.0,2019,Individual,1st owner,5500,,2
316,Royal Enfield Classic 350,125000.0,2017,Individual,1st owner,33900,,7
317,Bajaj Pulsar 150 [2001-2011],15000.0,2005,Individual,1st owner,47670,,10
318,Honda Activa [2000-2015],29500.0,2013,Individual,1st owner,45000,50267.0,9
319,TVS Apache RR310,200000.0,2019,Individual,1st owner,5000,,1
320,Jawa Standard,160000.0,2019,Individual,1st owner,5700,,2
321,Hero Honda Splendor PRO,30000.0,2012,Individual,1st owner,22866,,5
322,Yamaha FZ25,110000.0,2019,Individual,1st owner,10000,133680.0,2
323,Bajaj Pulsar 220F,70000.0,2016,Individual,1st owner,31000,,7
324,Yamaha Fascino 110,69000.0,2019,Individual,1st owner,1600,57112.0,1
325,Yamaha FZ16,30000.0,2011,Individual,1st owner,44000,78712.0,9
326,Yamaha FZ16,30000.0,2010,Individual,1st owner,70000,78712.0,14
327,TVS Star City Plus,42000.0,2017,Individual,1st owner,21000,,5
328,Royal Enfield Classic 350,160000.0,2018,Individual,1st owner,17365,,4
329,Bajaj Pulsar 135 LS,20000.0,2010,Individual,1st owner,80000,64589.0,16
330,Suzuki Access 125,45000.0,2017,Individual,1st owner,15000,,3
331,Bajaj Pulsar 135 LS,23000.0,2010,Individual,1st owner,77000,64589.0,16
332,UM Renegade Commando,140000.0,2017,Individual,2nd owner,40000,180525.0,8
333,Hero Honda Splendor Plus,12000.0,2005,Individual,1st owner,48000,,10
334,Hero Passion PRO i3s,50000.0,2017,Individual,1st owner,18000,56925.0,4
335,Royal Enfield Classic 350,140000.0,2018,Individual,1st owner,20000,,4
336,Honda Activa 5G,55000.0,2019,Individual,1st owner,9000,59422.0,2
337,Yamaha Fascino 110,45000.0,2016,Individual,1st owner,56000,54500.0,12
338,Hero Splendor Plus,25000.0,2012,Individual,1st owner,50000,,10
339,Royal Enfield Thunderbird 350,90000.0,2014,Individual,1st owner,12000,,3
340,Yamaha YZF R15 V3,120000.0,2018,Individual,1st owner,11500,,3
341,KTM RC 200,120000.0,2015,Individual,1st owner,20000,,4
342,TVS Radeon,35000.0,2017,Individual,1st owner,20000,66492.0,4
343,Hero HF Deluxe,35000.0,2017,Individual,1st owner,27000,,6
344,BMW G310GS,300000.0,2018,Individual,1st owner,2500,349000.0,1
345,Royal Enfield Thunderbird 350,87000.0,2012,Individual,1st owner,20477,,5
346,Hero Honda Splendor Plus,18000.0,2010,Individual,1st owner,35700,,8
347,Yamaha FZ S V 2.0,50000.0,2014,Individual,1st owner,70000,84042.0,14
348,Bajaj Avenger Street 220,60000.0,2016,Individual,1st owner,29000,95955.0,6
349,Hero Honda Splendor Plus,15000.0,2004,Individual,1st owner,14500,,3
350,Bajaj Platina 100,30000.0,2018,Individual,1st owner,37000,,8
351,Royal Enfield Thunderbird 350X,160000.0,2018,Individual,1st owner,3246,,1
352,Honda CB Unicorn 150,50000.0,2016,Individual,1st owner,27000,74295.0,6
353,Suzuki Gixxer [2014-2018],62000.0,2017,Individual,1st owner,15000,78316.0,3
354,Bajaj Platina 100,45000.0,2019,Individual,1st owner,15000,,3
355,Royal Enfield Thunderbird 350,120000.0,2017,Individual,1st owner,4050,,1
356,Royal Enfield Thunderbird 500,125000.0,2014,Individual,1st owner,25000,190874.0,5
357,Bajaj Pulsar AS150,50000.0,2015,Individual,1st owner,5000,80821.0,1
358,Bajaj Pulsar 150,30000.0,2012,Individual,2nd owner,5000,,1
359,Hero Pleasure,40000.0,2014,Individual,1st owner,14000,51600.0,3
360,Honda Aviator,41000.0,2013,Individual,1st owner,36500,63537.0,8
361,Royal Enfield Thunderbird 350,120000.0,2017,Individual,2nd owner,9000,,2
362,Hero Ignitor,35000.0,2014,Individual,1st owner,33200,67722.0,7
363,Hero Honda CD100SS,10000.0,1997,Individual,1st owner,646000,,130
364,TVS Apache RTR 160,35000.0,2011,Individual,1st owner,25000,,5
365,Hero Achiever 150,38000.0,2017,Individual,1st owner,26000,69750.0,6
366,Vespa LX 125,50000.0,2015,Individual,1st owner,3909,77900.0,1
367,Honda Activa 3G,40000.0,2015,Individual,1st owner,7672,54605.0,2
368,Hero Splendor Plus i3s,70000.0,2019,Individual,1st owner,3000,55600.0,1
369,Royal Enfield Classic 350,140000.0,2016,Individual,1st owner,3654,,1
370,Hero Maestro,26500.0,2016,Individual,2nd owner,40000,53830.0,8
371,Hero Glamour 125,38000.0,2016,Dealer,1st owner,5500,61600.0,2
372,Yamaha FZ16,60000.0,2016,Individual,1st owner,29950,78712.0,6
373,Royal Enfield Himalayan,145000.0,2017,Individual,1st owner,14000,,3
374,Yamaha FZ S V 2.0,78000.0,2017,Individual,1st owner,26100,84480.0,6
375,Hero Maestro Edge,58000.0,2018,Individual,1st owner,6000,54580.0,2
376,Yamaha FZ25,130000.0,2017,Individual,1st owner,4000,132680.0,1
377,TVS Victor,20000.0,2001,Individual,1st owner,50000,54852.0,10
378,Bajaj Dominar 400 [2018],150000.0,2018,Individual,1st owner,5475,163331.0,2
379,Bajaj Pulsar 180,32000.0,2012,Individual,1st owner,40000,85011.0,8
380,Bajaj Pulsar 180,50000.0,2017,Individual,1st owner,20500,85011.0,5
381,KTM 200 Duke,120000.0,2017,Individual,1st owner,4100,,1
382,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,2nd owner,23097,80435.0,5
383,Bajaj Discover 100 M,20000.0,2011,Individual,1st owner,37734,44756.0,8
384,Royal Enfield Bullet 350 [2007-2011],65000.0,2011,Individual,2nd owner,65000,,13
385,Yamaha YZF R15 S,70000.0,2016,Individual,1st owner,8000,117926.0,2
386,Yamaha FZ V 2.0,35000.0,2014,Individual,1st owner,13500,81508.0,3
387,Bajaj Avenger Street 220,95000.0,2018,Individual,1st owner,23000,95955.0,5
388,Bajaj Pulsar 150,8000.0,2005,Individual,1st owner,58000,,12
389,Royal Enfield Thunderbird 350,85000.0,2010,Individual,1st owner,15000,,3
390,Hero Achiever 150,65000.0,2016,Individual,1st owner,29000,69750.0,6
391,Hero Passion Pro 110,39000.0,2013,Individual,1st owner,20000,,4
392,Hero Duet,45000.0,2017,Individual,1st owner,35000,50280.0,7
393,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,45137,80435.0,10
394,Royal Enfield Classic Stealth Black,160000.0,2018,Individual,1st owner,7500,204977.0,2
395,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,35600,,8
396,Bajaj Pulsar 135 LS,40000.0,2018,Individual,1st owner,15000,64589.0,3
397,Yamaha Fazer [2009-2016],40000.0,2012,Individual,1st owner,7353,84751.0,2
398,Honda CB Hornet 160R,56000.0,2017,Individual,2nd owner,13200,87543.0,3
399,Honda CB Unicorn Dazzler,22000.0,2011,Individual,1st owner,38350,71757.0,8
400,Yamaha YBR 125,36000.0,2014,Individual,1st owner,20400,54593.0,5
401,Suzuki Intruder 150 Fi,100000.0,2018,Individual,1st owner,14500,110240.0,3
402,Bajaj V15,42000.0,2016,Individual,1st owner,19500,67187.0,4
403,Royal Enfield Electra 5 S,85000.0,2008,Individual,1st owner,20000,,4
404,Hero Passion PRO TR,45000.0,2014,Individual,1st owner,36000,54586.0,8
405,Yamaha FZ25,145000.0,2019,Individual,1st owner,4500,133680.0,1
406,Hero Karizma [2003-2014],50000.0,2013,Individual,1st owner,38000,85766.0,8
407,Royal Enfield Interceptor 650,270000.0,2019,Individual,1st owner,9000,,2
408,Royal Enfield Thunderbird 350,60000.0,2006,Individual,1st owner,40000,,8
409,Royal Enfield Classic Squadron Blue,140000.0,2017,Individual,1st owner,25000,181445.0,5
410,Hero Honda Splendor Plus,28000.0,2008,Individual,1st owner,70889,,15
411,KTM 390 Duke ABS [2013-2016],180000.0,2015,Individual,2nd owner,13125,202127.0,3
412,Bajaj Pulsar 180,42000.0,2014,Individual,2nd owner,19600,85011.0,4
413,Suzuki Access 125 [2007-2016],16000.0,2011,Individual,1st owner,40000,58314.0,8
414,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,19055,52271.0,4
415,Bajaj Pulsar 180,38000.0,2012,Individual,2nd owner,57000,85011.0,12
416,Yamaha YZF R15 S,85000.0,2017,Individual,1st owner,13000,117926.0,3
417,Honda Aviator,28000.0,2013,Individual,1st owner,28087,63537.0,6
418,KTM 200 Duke,135000.0,2018,Individual,1st owner,24000,,5
419,Royal Enfield Thunderbird 350,120000.0,2016,Individual,1st owner,24600,,5
420,Hero Karizma ZMR,37000.0,2010,Individual,1st owner,27500,108000.0,6
421,Royal Enfield Classic Chrome,135000.0,2015,Individual,1st owner,45000,189313.0,9
422,Hero Honda Splendor,10000.0,2000,Individual,1st owner,61000,,13
423,Mahindra Rodeo,20000.0,2013,Individual,1st owner,7000,47343.0,2
424,TVS Apache RTR 160,83299.0,2019,Individual,1st owner,6400,,2
425,Yamaha Fazer FI V 2.0 [2016-2018],65000.0,2018,Individual,1st owner,3500,89643.0,1
426,Honda Activa 5G,50000.0,2018,Individual,1st owner,14000,59422.0,3
427,Bajaj Pulsar 220 Fi,65000.0,2013,Individual,1st owner,6409,,2
428,Hero Honda Karizma ZMR [2010],45000.0,2012,Individual,3rd owner,44000,,9
429,Honda CB Hornet 160R,60000.0,2017,Individual,1st owner,16500,92210.0,4
430,Royal Enfield Bullet 350,110000.0,2015,Individual,1st owner,36000,,8
431,Hero Honda CD Deluxe,14700.0,2005,Individual,2nd owner,30000,,6
432,Yamaha Saluto,38000.0,2015,Individual,1st owner,15000,63180.0,3
433,Suzuki Access 125,70000.0,2018,Individual,1st owner,14500,,3
434,TVS Sport,35000.0,2018,Individual,1st owner,26600,,6
435,Hero Honda Glamour,19000.0,2012,Individual,1st owner,32000,,7
436,KTM 125 Duke,130000.0,2019,Individual,1st owner,3500,,1
437,Bajaj Pulsar NS200,50000.0,2013,Dealer,1st owner,58203,,12
438,Bajaj Pulsar 150 [2001-2011],18000.0,2005,Individual,1st owner,21885,,5
439,Hero Xtreme 200R,87000.0,2019,Individual,1st owner,3200,93400.0,1
440,Hero Honda Splendor Plus,40000.0,2007,Individual,1st owner,40000,,8
441,Bajaj Discover 150S,35000.0,2015,Individual,1st owner,28000,63331.0,6
442,Honda CBR-250R,100000.0,2011,Individual,2nd owner,3500,171646.0,1
443,Hero Pleasure,30000.0,2013,Individual,1st owner,24000,51600.0,5
444,Bajaj Avenger Cruise 220,95000.0,2018,Individual,1st owner,1800,,1
445,Bajaj Discover 125 ST,25000.0,2012,Individual,1st owner,76000,58438.0,16
446,Bajaj Pulsar 150 [2001-2011],26500.0,2010,Individual,1st owner,52500,,11
447,Bajaj Boxer,12000.0,2008,Individual,1st owner,17500,,4
448,Bajaj Pulsar 150,20000.0,2006,Individual,1st owner,41000,,9
449,Royal Enfield Classic Signals,195000.0,2018,Individual,1st owner,2845,164095.0,1
450,Bajaj Pulsar 180,14900.0,2007,Individual,1st owner,50000,85011.0,10
451,Honda Dream Yuga,48000.0,2018,Individual,1st owner,7110,56147.0,2
452,Yamaha FZ S [2012-2016],40000.0,2014,Individual,1st owner,27785,79432.0,6
453,Honda CB Unicorn,45000.0,2010,Individual,1st owner,75000,71681.0,15
454,Honda Shine,25000.0,2010,Individual,1st owner,20000,,4
455,Honda Activa 3G,25000.0,2011,Individual,1st owner,20000,54605.0,4
456,Honda Activa [2000-2015],10000.0,2009,Individual,1st owner,60000,50267.0,12
457,Mahindra Flyte,22000.0,2009,Individual,3rd owner,20000,44493.0,4
458,Honda Activa 3G,45000.0,2015,Individual,1st owner,18000,54605.0,4
459,KTM 250 Duke,135000.0,2017,Individual,1st owner,16500,,4
460,Yamaha Ray Z,75000.0,2017,Individual,1st owner,15000,52949.0,3
461,Bajaj Pulsar 135 LS,24000.0,2010,Individual,1st owner,45000,64589.0,9
462,Yamaha FZ16,45000.0,2016,Individual,1st owner,37000,78712.0,8
463,Hero Passion PRO i3s,55000.0,2017,Individual,1st owner,14600,54475.0,3
464,Bajaj Discover 125,10000.0,2006,Individual,1st owner,51000,57549.0,11
465,Royal Enfield Classic 350,135000.0,2017,Individual,1st owner,15000,,3
466,Honda CB Unicorn 150,55000.0,2017,Individual,1st owner,12000,74295.0,3
467,Bajaj Avenger [2015],35000.0,2012,Individual,1st owner,15000,75502.0,3
468,Bajaj Super,20000.0,1988,Individual,1st owner,21000,,5
469,Bajaj Pulsar 150,26000.0,2012,Individual,2nd owner,65000,,13
470,Honda Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,19
471,Royal Enfield Classic Desert Storm,150000.0,2015,Individual,1st owner,23000,181445.0,5
472,Hero Honda CD Deluxe,24700.0,2012,Individual,2nd owner,40000,,8
473,Hero Duet,35000.0,2016,Individual,2nd owner,49637,54080.0,10
474,Hero Honda Passion PRO [2012],12000.0,2012,Individual,1st owner,90000,,18
475,Royal Enfield Classic 350,150000.0,2017,Individual,1st owner,7000,,2
476,Honda Activa 3G,50000.0,2016,Individual,1st owner,5326,54605.0,2
477,Honda Activa [2000-2015],25000.0,2009,Individual,1st owner,585659,50267.0,118
478,Hero Honda CD100,15000.0,1999,Dealer,2nd owner,10000,,2
479,Hero Super Splendor,35000.0,2014,Individual,2nd owner,37541,,8
480,Honda CB Trigger,45000.0,2015,Individual,1st owner,36000,83437.0,8
481,Honda Dream Yuga,25000.0,2013,Individual,1st owner,29000,56147.0,6
482,Hero Honda Passion Plus,40000.0,2018,Individual,1st owner,29000,,6
483,TVS Spectra,17000.0,2008,Individual,1st owner,50000,,10
484,Hero Ignitor,30000.0,2016,Individual,1st owner,18000,67722.0,4
485,Hero Honda CD100,15000.0,2000,Individual,1st owner,50000,,10
486,Bajaj Pulsar 220F,60000.0,2017,Individual,2nd owner,40000,,8
487,Hero Splendor Plus,30000.0,2013,Individual,1st owner,20000,,4
488,Yamaha YZF R15 [2011-2018],60000.0,2012,Individual,1st owner,22000,118997.0,5
489,Honda Activa 3G,32000.0,2015,Individual,1st owner,4500,54605.0,1
490,Bajaj Discover 150,30000.0,2012,Individual,1st owner,50000,54299.0,10
491,Bajaj Pulsar 150 [2001-2011],55000.0,2010,Individual,1st owner,42000,,9
492,Bajaj Avenger Street 150 [2018],75000.0,2016,Individual,1st owner,35000,80435.0,7
493,TVS Star City Plus,52000.0,2017,Individual,1st owner,25000,,5
494,Bajaj Discover 125,38000.0,2018,Individual,1st owner,34000,60122.0,7
495,Bajaj Discover 135,12000.0,2007,Individual,1st owner,60000,,12
496,Honda CB Shine SP,47000.0,2017,Individual,1st owner,73000,64750.0,15
497,Honda Activa [2000-2015],22000.0,2014,Individual,1st owner,38000,50267.0,8
498,Bajaj Avenger [2015],65000.0,2015,Individual,1st owner,26000,75502.0,6
499,Bajaj Platina 100,23000.0,2013,Individual,2nd owner,24000,,5
500,Bajaj Discover 100,30000.0,2011,Individual,1st owner,45000,42859.0,9
501,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,36000,,8
502,Bajaj Avenger Street 150 [2018],80000.0,2017,Individual,1st owner,30000,80435.0,6
503,Bajaj Platina 100,20000.0,2012,Individual,1st owner,16295,,4
504,Bajaj Pulsar 150,16000.0,2011,Individual,2nd owner,59000,,12
505,Bajaj Pulsar 150,20000.0,2006,Individual,1st owner,9500,,2
506,Bajaj Pulsar NS200,50000.0,2012,Individual,1st owner,46000,,10
507,Honda CB Trigger,40000.0,2015,Individual,1st owner,75000,76572.0,15
508,Bajaj Pulsar 135 LS,20000.0,2010,Individual,1st owner,80000,64589.0,16
509,Bajaj Pulsar 180,65000.0,2018,Individual,1st owner,26000,85011.0,6
510,Yamaha YZF R15 S,85000.0,2016,Individual,1st owner,26000,117926.0,6
511,Hero Splendor Plus,12000.0,2007,Individual,1st owner,100000,,20
512,Hero Xpulse 200T,105000.0,2019,Individual,1st owner,2900,96500.0,1
513,Yamaha FZ S V 2.0,40000.0,2015,Individual,1st owner,25000,84042.0,5
514,Bajaj Discover 150,30000.0,2011,Individual,2nd owner,39500,54299.0,8
515,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,40000,50267.0,8
516,Hero Splendor PRO,40000.0,2016,Individual,1st owner,16000,51994.0,4
517,Honda Dream Neo,45000.0,2017,Individual,2nd owner,21000,49211.0,5
518,Bajaj CT 100,40000.0,2018,Individual,1st owner,14000,,3
519,Suzuki Access 125,70000.0,2018,Individual,1st owner,7000,76632.0,2
520,Honda Activa [2000-2015],30000.0,2012,Individual,1st owner,22000,50267.0,5
521,Hero Honda Pleasure,25000.0,2009,Individual,1st owner,50000,,10
522,Bajaj Platina 100,20000.0,2012,Individual,1st owner,16295,,4
523,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,7
524,Bajaj V15,50000.0,2017,Individual,1st owner,9000,65626.0,2
525,Hero Honda CD Deluxe,25000.0,2010,Individual,1st owner,35000,,7
526,Bajaj Pulsar 150,22000.0,2011,Individual,1st owner,60000,,12
527,Honda Activa [2000-2015],35000.0,2013,Individual,1st owner,29500,50267.0,6
