id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,km_class
798,Honda Dream Neo,42000.0,2014,Individual,1st owner,21000,53415.0,5
799,Hero Maestro,30000.0,2013,Individual,1st owner,60000,49412.0,12
800,Honda CBR150 R,77000.0,2014,Individual,1st owner,38000,132513.0,8
801,Honda CB Unicorn Dazzler,25000.0,2011,Individual,1st owner,40000,71757.0,8
802,TVS Apache [2006],15000.0,2006,Individual,1st owner,40000,,8
803,Hero Passion XPro,25000.0,2013,Individual,1st owner,25000,59640.0,5
804,Honda Activa 5G,50000.0,2018,Individual,1st owner,25000,57957.0,5
805,Honda Activa i,30000.0,2014,Individual,1st owner,25000,53900.0,5
806,TVS Apache RTR 200 4V,125000.0,2019,Individual,1st owner,3000,,1
807,Hero Honda CBZ extreme,35000.0,2011,Individual,1st owner,28000,,6
808,Suzuki Gixxer [2014-2018],45000.0,2015,Individual,1st owner,40000,78316.0,8
809,Hero Xpulse 200,98000.0,2019,Individual,1st owner,8500,107500.0,2
810,Bajaj Pulsar 150,75000.0,2017,Individual,1st owner,30000,,6
811,Bajaj Pulsar AS150,55000.0,2017,Individual,2nd owner,20000,80821.0,4
812,Bajaj Platina 100,25000.0,2013,Individual,1st owner,30000,,6
813,Honda CB Twister,70000.0,2014,Individual,1st owner,12566,49150.0,3
814,Suzuki SlingShot,24000.0,2011,Individual,1st owner,17000,,4
815,TVS Apache RTR 160,70000.0,2018,Individual,1st owner,17000,,4
816,Bajaj V12,45000.0,2017,Individual,1st owner,35000,58906.0,7
817,Hero Karizma 2014,25000.0,2015,Individual,1st owner,40000,86744.0,8
818,Yamaha YZF R15 V3,170000.0,2019,Individual,1st owner,1400,146400.0,1
819,Yamaha Fascino 110,38000.0,2016,Individual,1st owner,37000,54500.0,8
820,Honda CB Unicorn 160,45000.0,2015,Individual,1st owner,15000,77545.0,3
821,Yamaha Gladiator,15000.0,2009,Individual,1st owner,46000,,10
822,Hero Honda Glamour,45000.0,2012,Individual,1st owner,75000,,15
823,Bajaj Discover 100,22000.0,2014,Individual,1st owner,14289,42859.0,3
824,Mahindra Gusto,30000.0,2015,Individual,2nd owner,20000,51185.0,4
825,Royal Enfield Thunderbird 350,100000.0,2012,Individual,1st owner,28000,,6
826,Royal Enfield Classic 350,100000.0,2014,Individual,1st owner,19000,,4
827,Bajaj Pulsar 150,60000.0,2017,Individual,1st owner,28450,,6
828,Royal Enfield Electra Twinspark,100000.0,2014,Individual,1st owner,31500,,7
829,Bajaj Pulsar 150,40000.0,2016,Individual,1st owner,28000,,6
830,Bajaj Pulsar 150,21000.0,2007,Individual,1st owner,100000,,20
831,Hero HF Deluxe,40000.0,2018,Individual,1st owner,16000,,4
832,Honda Activa [2000-2015],25000.0,2007,Individual,1st owner,17860,50267.0,4
833,Yamaha FZ S [2012-2016],45000.0,2015,Individual,1st owner,24000,79432.0,5
834,Bajaj Avenger Cruise 220,75000.0,2016,Individual,1st owner,10950,,3
835,Honda Dio,45000.0,2017,Individual,1st owner,35850,,8
836,Honda Activa i [2016-2017],35000.0,2016,Individual,1st owner,29000,53436.0,6
837,Royal Enfield Bullet 350 [2007-2011],60000.0,2001,Individual,2nd owner,4000,,1
838,Yamaha FZ V 2.0,60000.0,2016,Individual,1st owner,45420,81508.0,10
839,Royal Enfield Classic 350,130000.0,2018,Individual,2nd owner,35000,,7
840,Honda CB Shine SP,42000.0,2017,Individual,1st owner,19800,64750.0,4
841,Bajaj V15,76000.0,2018,Individual,1st owner,23000,65626.0,5
842,Hero CBZ,40000.0,2014,Individual,1st owner,35000,,7
843,Hero Splendor Plus,65000.0,2018,Individual,1st owner,7500,,2
844,Bajaj Discover 100 T,20000.0,2013,Individual,1st owner,20000,47032.0,4
845,Honda CB Hornet 160R,75000.0,2016,Individual,1st owner,72000,92661.0,15
846,Honda CB Hornet 160R,70000.0,2018,Individual,1st owner,7000,92661.0,2
847,TVS Apache RTR 160 4V,105000.0,2019,Individual,1st owner,6000,,2
848,Honda CB Shine SP,50000.0,2017,Individual,1st owner,34300,62317.0,7
849,Royal Enfield Classic 350,120000.0,2017,Individual,1st owner,7199,,2
850,Bajaj Pulsar 180,25000.0,2011,Individual,1st owner,43000,85011.0,9
851,TVS XL 100,30000.0,2017,Individual,1st owner,8000,30490.0,2
852,Hero Super Splendor,50000.0,2017,Individual,1st owner,9999,,2
853,Hero Honda CBZ extreme,25000.0,2007,Individual,1st owner,80000,,16
854,Bajaj Pulsar 180,50000.0,2014,Individual,1st owner,30000,85011.0,6
855,Bajaj Discover 150,35000.0,2015,Individual,1st owner,12000,54299.0,3
856,Bajaj Pulsar 180,30000.0,2009,Individual,1st owner,17500,85011.0,4
857,Honda Shine,37000.0,2016,Individual,1st owner,45000,,9
858,Honda CB Unicorn 150,42000.0,2013,Individual,1st owner,38000,74295.0,8
859,Royal Enfield Himalayan,119000.0,2016,Individual,1st owner,19800,,4
860,Kawasaki Ninja 650 [2018-2019],300000.0,2011,Individual,1st owner,12000,589000.0,3
861,Royal Enfield Classic 350,130000.0,1993,Individual,2nd owner,10000,,2
862,Hero Honda Passion Plus,22000.0,2008,Individual,2nd owner,85000,,17
863,Hero Honda Splendor Plus,15000.0,2007,Individual,1st owner,70000,,14
864,Benelli TNT 25,160000.0,2017,Individual,1st owner,2009,170994.0,1
865,Royal Enfield Thunderbird 500X,185000.0,2018,Individual,1st owner,1500,198605.0,1
866,Royal Enfield Continental GT [2013 - 2018],110000.0,2014,Individual,1st owner,12077,208902.0,3
867,KTM RC 200,150000.0,2017,Individual,1st owner,20000,,4
868,Royal Enfield Bullet 350 [2007-2011],150000.0,1995,Individual,3rd owner,20000,,4
869,Bajaj Pulsar 220F,45000.0,2011,Individual,1st owner,40000,,8
870,Bajaj Avenger Street 220,75000.0,2018,Individual,1st owner,12000,95955.0,3
871,Honda Activa 125 [2016-2017],50000.0,2017,Individual,1st owner,27000,61545.0,6
872,Honda Shine,30000.0,2013,Individual,1st owner,93000,,19
873,Bajaj Discover 150F,30000.0,2015,Individual,1st owner,12000,64071.0,3
874,Bajaj Pulsar 150 [2001-2011],22000.0,2011,Individual,1st owner,36000,,8
875,Hero Karizma ZMR,75000.0,2015,Individual,1st owner,11000,108000.0,3
876,Honda Dream Yuga,45000.0,2017,Individual,1st owner,26000,56147.0,6
877,Hero Glamour 125,35000.0,2014,Individual,1st owner,450000,61600.0,90
878,Honda Activa [2000-2015],35000.0,2012,Individual,1st owner,29000,50267.0,6
879,Bajaj CT 100,25000.0,2017,Individual,1st owner,45000,,9
880,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,13000,92210.0,3
881,Hero CD Dawn,10000.0,2005,Individual,1st owner,48000,,10
882,Royal Enfield Classic Gunmetal Grey,180000.0,2018,Individual,1st owner,5814,148114.0,2
883,Bajaj Discover 100,24000.0,2014,Individual,1st owner,31000,42859.0,7
884,Honda Shine,42000.0,2017,Individual,1st owner,25000,,5
885,TVS Max DLX,26000.0,2002,Individual,2nd owner,28000,,6
886,Honda Dio,60000.0,2018,Individual,1st owner,11000,,3
887,Bajaj Pulsar 180,72000.0,2017,Dealer,1st owner,7850,85011.0,2
888,Royal Enfield Thunderbird 350,120000.0,2015,Individual,1st owner,10000,,2
889,Royal Enfield Thunderbird 350,59000.0,2005,Individual,2nd owner,40000,,8
890,Royal Enfield Classic Chrome,185000.0,2015,Individual,2nd owner,5000,189313.0,1
891,Royal Enfield Classic Gunmetal Grey,140000.0,2018,Individual,1st owner,14000,148114.0,3
892,KTM 390 Duke,205000.0,2018,Individual,1st owner,7500,,2
893,Hero Pleasure [2005-2015],30000.0,2013,Individual,1st owner,25000,46779.0,5
894,TVS Victor,18000.0,2004,Individual,1st owner,46700,54852.0,10
895,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,12000,,3
896,KTM RC 200,185000.0,2019,Individual,1st owner,6000,,2
897,Kawasaki Ninja 300,300000.0,2016,Individual,1st owner,9800,360000.0,2
898,Honda Dream Yuga,30000.0,2015,Individual,2nd owner,46070,56147.0,10
899,Bajaj Pulsar 150,35000.0,2009,Individual,1st owner,14500,,3
900,Bajaj Pulsar 150 [2001-2011],35000.0,2008,Individual,1st owner,70000,,14
901,Hero Honda Passion Plus,25000.0,2008,Dealer,2nd owner,100000,,20
902,Yamaha YZF R15 [2011-2018],80000.0,2013,Dealer,1st owner,30000,118997.0,6
903,Hero Honda Splendor Plus,20000.0,2004,Individual,2nd owner,127000,,26
904,Hero Karizma ZMR,43000.0,2012,Individual,2nd owner,63000,108000.0,13
905,Hero Honda Splendor Plus,20000.0,2010,Individual,2nd owner,30000,,6
906,Yo Style,20000.0,2011,Individual,1st owner,10000,37675.0,2
907,Hero Splendor iSmart,40000.0,2015,Individual,1st owner,10000,52271.0,2
908,Hero Super Splendor,30000.0,2011,Individual,1st owner,89000,,18
909,Bajaj Discover 100,21000.0,2009,Individual,1st owner,50000,42859.0,10
910,Yamaha Fazer [2009-2016],35000.0,2011,Individual,1st owner,15500,84751.0,4
911,Bajaj Discover 125,23000.0,2011,Individual,1st owner,66000,57549.0,14
912,Hero Super Splendor,40000.0,2017,Individual,2nd owner,80000,,16
913,Honda Shine,40000.0,2011,Individual,1st owner,8600,,2
914,Bajaj Discover 125 M,45000.0,2014,Individual,1st owner,40000,47186.0,8
915,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,1st owner,25000,80435.0,5
916,Yamaha Fazer [2009-2016],40000.0,2013,Individual,1st owner,34500,84751.0,7
917,Hero Passion X Pro [2016-2017],42000.0,2016,Individual,1st owner,15500,59095.0,4
918,Honda Activa [2000-2015],18000.0,2011,Individual,1st owner,28000,50267.0,6
919,TVS Star City,15000.0,2006,Individual,1st owner,40000,46575.0,8
920,Hero Honda Hunk,45000.0,2013,Individual,1st owner,40000,,8
921,TVS Star City,25000.0,2016,Individual,1st owner,50000,47108.0,10
922,Bajaj Pulsar 150,70000.0,2017,Individual,1st owner,24000,,5
923,Bajaj Discover 100,23000.0,2012,Individual,1st owner,50000,42859.0,10
924,TVS Victor,10000.0,2005,Individual,1st owner,55000,54852.0,11
925,Hero Honda Splendor Plus,25000.0,2012,Individual,1st owner,70000,,14
926,Honda Aviator,25000.0,2012,Individual,2nd owner,12000,59183.0,3
927,Bajaj Pulsar 180,50000.0,2010,Individual,1st owner,70000,85011.0,14
928,Bajaj Avenger [2015],60000.0,2015,Individual,2nd owner,16000,75502.0,4
929,Hero CD Dawn,35000.0,2014,Individual,1st owner,38000,,8
930,Hero Maestro,50000.0,2016,Individual,1st owner,100000,49412.0,20
931,Honda CB Shine SP,50000.0,2016,Individual,1st owner,45000,64750.0,9
932,Hero Honda CD Deluxe,25500.0,2012,Individual,1st owner,28990,,6
933,Hero Honda Hunk,35000.0,2010,Individual,1st owner,13000,,3
934,Hero Honda CD Deluxe,20000.0,2005,Individual,1st owner,15000,,3
935,Honda Activa 3G,40000.0,2016,Individual,1st owner,60000,54605.0,12
936,Bajaj Pulsar 135 LS,45000.0,2017,Individual,1st owner,22000,64589.0,5
937,Bajaj Pulsar 150 [2001-2011],30000.0,2008,Individual,1st owner,19500,,4
938,Hero Pleasure,30000.0,2013,Individual,1st owner,25000,49600.0,5
939,Hero Honda CBZ extreme,30000.0,2011,Individual,3rd owner,70000,,14
940,Bajaj Pulsar 150,40000.0,2014,Individual,2nd owner,65000,,13
941,Honda CB Twister,25000.0,2012,Individual,1st owner,86000,53857.0,18
942,Honda Livo,45000.0,2017,Individual,1st owner,30000,,6
943,Bajaj Pulsar AS200,65000.0,2015,Individual,1st owner,33000,92074.0,7
944,Honda Activa 3G,40000.0,2015,Individual,1st owner,36000,54605.0,8
945,Hero Honda Hunk,40000.0,2010,Individual,1st owner,41000,,9
946,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,28000,83340.0,6
947,Hero HF Deluxe,35000.0,2018,Individual,1st owner,15000,,3
948,Hero Splendor PRO,35000.0,2015,Individual,1st owner,35280,51994.0,8
949,Bajaj Boxer,15000.0,2004,Individual,1st owner,18000,,4
950,Royal Enfield Electra 5 S,99000.0,2012,Individual,1st owner,28000,,6
951,Royal Enfield Electra 5 S,90000.0,2012,Individual,1st owner,40000,,8
952,Hero Honda Hunk,20000.0,2010,Individual,1st owner,17000,,4
953,Hero Ignitor,36000.0,2016,Individual,1st owner,23000,65599.0,5
954,Bajaj Discover 100 M,32000.0,2014,Individual,1st owner,30000,44756.0,6
955,Honda Activa 3G,50000.0,2016,Individual,1st owner,6000,54605.0,2
956,Bajaj Pulsar 135 LS,50000.0,2015,Individual,1st owner,48000,64589.0,10
957,Bajaj Pulsar 220 DTS-i,60000.0,2014,Individual,1st owner,16000,,4
958,Hero Honda CBZ extreme,40000.0,2009,Individual,1st owner,50000,,10
959,Hero Honda CBZ extreme,35000.0,2012,Individual,1st owner,60000,,12
960,Royal Enfield Thunder 500,175000.0,2018,Individual,1st owner,3000,190000.0,1
961,UM Renegade Mojave,170000.0,2019,Individual,1st owner,1400,182000.0,1
962,KTM RC200,165000.0,2019,Individual,1st owner,4000,178000.0,1
963,Bajaj Dominar 400,145000.0,2019,Individual,1st owner,1200,160000.0,1
964,Royal Enfield Classic 350,135000.0,2019,Individual,1st owner,4100,147000.0,1
965,KTM RC390,135000.0,2017,Individual,1st owner,21700,237000.0,5
966,Hyosung GT250R,135000.0,2016,Individual,2nd owner,16500,345000.0,4
967,Royal Enfield Thunder 350,125000.0,2015,Individual,1st owner,15000,150000.0,3
968,Royal Enfield Thunder 350,120000.0,2018,Individual,1st owner,18000,150000.0,4
969,Royal Enfield Classic 350,120000.0,2019,Individual,1st owner,11000,147000.0,3
970,KTM RC200,120000.0,2018,Individual,1st owner,6000,178000.0,2
971,Royal Enfield Thunder 350,115000.0,2018,Individual,1st owner,8700,150000.0,2
972,KTM 390 Duke ,115000.0,2016,Individual,1st owner,7000,240000.0,2
973,Mahindra Mojo XT300,115000.0,2018,Individual,1st owner,35000,140000.0,7
974,Royal Enfield Classic 350,115000.0,2017,Individual,1st owner,17000,147000.0,4
975,Royal Enfield Classic 350,111000.0,2017,Individual,1st owner,17500,147000.0,4
976,Royal Enfield Classic 350,110000.0,2015,Individual,1st owner,33000,147000.0,7
977,Royal Enfield Thunder 500,110000.0,2017,Individual,1st owner,14000,190000.0,3
978,Royal Enfield Classic 350,110000.0,2017,Individual,1st owner,26000,147000.0,6
979,Royal Enfield Thunder 500,105000.0,2015,Individual,1st owner,5400,190000.0,2
980,Bajaj Pulsar RS200,105000.0,2018,Individual,1st owner,5700,126000.0,2
981,Royal Enfield Thunder 350,105000.0,2013,Individual,1st owner,6900,150000.0,2
982,Royal Enfield Bullet 350,105000.0,2018,Individual,1st owner,6000,117000.0,2
983,Royal Enfield Classic 350,100000.0,2015,Individual,1st owner,46500,147000.0,10
984,Royal Enfield Classic 500,95000.0,2014,Individual,1st owner,11500,175000.0,3
985,Royal Enfield Classic 500,90000.0,2011,Individual,1st owner,40000,175000.0,8
986,Bajaj Avenger 220,90000.0,2019,Individual,1st owner,1300,95000.0,1
987,Bajaj Avenger 150,75000.0,2018,Individual,1st owner,7000,80000.0,2
988,Honda CB Hornet 160R,80000.0,2019,Individual,1st owner,3000,87000.0,1
989,Yamaha FZ S V 2.0,78000.0,2019,Individual,1st owner,5000,84000.0,1
990,Honda CB Hornet 160R,75000.0,2019,Individual,1st owner,11000,87000.0,3
991,Yamaha FZ 16,75000.0,2017,Individual,1st owner,18000,82000.0,4
992,Bajaj Avenger 220,75000.0,2019,Individual,1st owner,3500,95000.0,1
993,Bajaj Avenger 220,72000.0,2018,Individual,1st owner,500,95000.0,1
994,TVS Apache RTR 160,65000.0,2019,Individual,1st owner,11800,81000.0,3
995,Bajaj Pulsar 150,65000.0,2017,Individual,1st owner,5000,74000.0,1
996,Honda CBR 150,65000.0,2016,Individual,1st owner,23500,120000.0,5
997,Hero Extreme,65000.0,2015,Individual,1st owner,16000,78700.0,4
998,Honda CB Hornet 160R,60000.0,2018,Individual,1st owner,15000,87000.0,3
999,Bajaj Avenger 220 dtsi,60000.0,2017,Individual,1st owner,16600,95000.0,4
1000,Honda CBR 150,60000.0,2015,Individual,1st owner,32000,120000.0,7
1001,Bajaj Avenger 150 street,60000.0,2018,Individual,1st owner,20000,80000.0,4
1002,Yamaha FZ  v 2.0,60000.0,2017,Individual,1st owner,29000,84000.0,6
1003,Yamaha FZ  v 2.0,60000.0,2018,Individual,1st owner,25000,84000.0,5
1004,Bajaj Pulsar  NS 200,60000.0,2016,Individual,1st owner,25000,99000.0,5
1005,TVS Apache RTR 160,60000.0,2014,Individual,1st owner,19000,81000.0,4
1006,Hero Extreme,55000.0,2016,Individual,1st owner,15000,78700.0,3
1007,Yamaha FZ S V 2.0,55000.0,2017,Individual,1st owner,58000,84000.0,12
1008,Bajaj Pulsar 220 F,52000.0,2012,Individual,1st owner,45000,94000.0,9
1009,Bajaj Pulsar 220 F,51000.0,2018,Individual,1st owner,24000,94000.0,5
1010,TVS Apache RTR 180,50000.0,2013,Individual,1st owner,6000,82600.0,2
1011,Hero Passion X pro,50000.0,2018,Individual,1st owner,31000,55000.0,7
1012,Bajaj Pulsar NS 200,50000.0,2014,Individual,1st owner,13000,99000.0,3
1013,Bajaj Pulsar NS 200,50000.0,2015,Individual,1st owner,45000,99000.0,9
1014,Yamaha Fazer ,50000.0,2016,Individual,1st owner,8000,88000.0,2
1015,Honda Activa 4G,48000.0,2019,Individual,1st owner,4300,51000.0,1
1016,TVS Sport ,48000.0,2019,Individual,1st owner,15000,52000.0,3
1017,Yamaha FZ S V 2.0,48000.0,2017,Individual,1st owner,23000,84000.0,5
1018,Honda Dream Yuga ,48000.0,2019,Individual,1st owner,8600,54000.0,2
1019,Honda Activa 4G,45000.0,2019,Individual,1st owner,4000,51000.0,1
1020,Bajaj Avenger Street 220,45000.0,2013,Individual,1st owner,24000,95000.0,5
1021,TVS Apache RTR 180,45000.0,2016,Individual,1st owner,23000,82600.0,5
1022,Bajaj Pulsar NS 200,45000.0,2014,Individual,1st owner,14500,99000.0,3
1023,Bajaj Avenger 220 dtsi,45000.0,2012,Individual,1st owner,27000,95000.0,6
1024,Hero Splender iSmart,45000.0,2018,Individual,1st owner,14000,54000.0,3
1025,Activa 3g,45000.0,2018,Individual,1st owner,500,54000.0,1
1026,Hero Passion Pro,45000.0,2018,Individual,1st owner,1000,55000.0,1
1027,TVS Apache RTR 160,42000.0,2016,Individual,1st owner,42000,81000.0,9
1028,Honda CB Trigger,42000.0,2015,Individual,1st owner,12000,73000.0,3
1029,Hero Splender iSmart,40000.0,2017,Individual,1st owner,14000,54000.0,3
1030,Yamaha FZ S ,40000.0,2014,Individual,1st owner,5500,83000.0,2
1031,Hero Passion Pro,40000.0,2017,Individual,1st owner,6700,55000.0,2
1032,Bajaj Pulsar 135 LS,40000.0,2016,Individual,1st owner,13700,64000.0,3
1033,Activa 4g,40000.0,2019,Individual,1st owner,1300,51000.0,1
1034,Honda CB Unicorn,38000.0,2017,Individual,1st owner,38600,72000.0,8
1035,Hero Honda CBZ extreme,38000.0,2013,Individual,1st owner,75000,78700.0,15
1036,Honda Karizma,35000.0,2013,Individual,1st owner,30000,105000.0,6
1037,Honda Activa 125,35000.0,2018,Individual,1st owner,24000,57000.0,5
1038,TVS Jupyter,35000.0,2016,Individual,1st owner,19000,52000.0,4
1039,Honda Karizma,31000.0,2012,Individual,1st owner,213000,105000.0,43
1040,Hero Honda Passion Pro,30000.0,2014,Individual,1st owner,60000,51000.0,12
1041,Hero Splender Plus,30000.0,2018,Individual,1st owner,50000,48000.0,10
1042,Honda CB Shine,30000.0,2015,Individual,1st owner,30000,58000.0,6
1043,Bajaj Discover 100,27000.0,2015,Individual,1st owner,21000,47000.0,5
1044,Bajaj Pulsar 150,25000.0,2010,Individual,2nd owner,26000,75000.0,6
1045,Suzuki Access 125,25000.0,2010,Individual,1st owner,1900,58000.0,1
1046,TVS Wego,25000.0,2012,Individual,1st owner,22000,52000.0,5
1047,Honda CB twister,25000.0,2015,Individual,1st owner,32000,51000.0,7
1048,Hero Glamour,25000.0,2015,Individual,1st owner,18000,57000.0,4
1049,Hero Super Splendor,20000.0,2007,Individual,1st owner,55000,57000.0,11
1050,Bajaj Pulsar 150,20000.0,2010,Individual,1st owner,60000,75000.0,12
1051,Bajaj Discover 125,20000.0,2014,Individual,2nd owner,25000,57000.0,5
1052,Hero Hunk,20000.0,2009,Individual,2nd owner,49000,75000.0,10
1053,Hero  Ignitor Disc,20000.0,2015,Individual,2nd owner,24000,65000.0,5
1054,Hero  CBZ Xtreme,20000.0,2010,Individual,1st owner,50000,78700.0,10
1055,Bajaj  ct 100,18000.0,2017,Individual,1st owner,35000,32000.0,7
1056,Activa 3g,17000.0,2010,Individual,1st owner,500000,52000.0,100
1057,Honda CB twister,16000.0,2012,Individual,1st owner,33000,51000.0,7
1058,Bajaj Discover 125,15000.0,2013,Individual,2nd owner,35000,57000.0,7
1059,Honda CB Shine,12000.0,2009,Individual,1st owner,53000,58000.0,11
1060,Bajaj Pulsar 150,10000.0,2008,Individual,1st owner,92233,75000.0,19
